Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
product-47-1047,Product 47,<p>A description for product 47 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-47-1047-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-48-1048,Product 48,<p>A description for product 48 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-48-1048-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-49-1049,Product 49,<p>A description for product 49 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-49-1049-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-50-1050,Product 50,<p>A description for product 50 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-50-1050-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-51-1051,Product 51,<p>A description for product 51 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-51-1051-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-52-1052,Product 52,<p>A description for product 52 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-52-1052-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-53-1053,Product 53,<p>A description for product 53 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-53-1053-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-54-1054,Product 54,<p>A description for product 54 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-54-1054-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-55-1055,Product 55,<p>A description for product 55 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-55-1055-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-56-1056,Product 56,<p>A description for product 56 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-56-1056-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-57-1057,Product 57,<p>A description for product 57 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-57-1057-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-58-1058,Product 58,<p>A description for product 58 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-58-1058-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-59-1059,Product 59,<p>A description for product 59 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-59-1059-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-60-1060,Product 60,<p>A description for product 60 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-60-1060-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-61-1061,Product 61,<p>A description for product 61 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-61-1061-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-62-1062,Product 62,<p>A description for product 62 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-62-1062-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-63-1063,Product 63,<p>A description for product 63 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-63-1063-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-64-1064,Product 64,<p>A description for product 64 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-64-1064-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-65-1065,Product 65,<p>A description for product 65 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-65-1065-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-66-1066,Product 66,<p>A description for product 66 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-66-1066-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-67-1067,Product 67,<p>A description for product 67 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-67-1067-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-68-1068,Product 68,<p>A description for product 68 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-68-1068-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-69-1069,Product 69,<p>A description for product 69 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-69-1069-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-70-1070,Product 70,<p>A description for product 70 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-70-1070-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-71-1071,Product 71,<p>A description for product 71 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-71-1071-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-72-1072,Product 72,<p>A description for product 72 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-72-1072-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-73-1073,Product 73,<p>A description for product 73 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-73-1073-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-74-1074,Product 74,<p>A description for product 74 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-74-1074-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-75-1075,Product 75,<p>A description for product 75 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-75-1075-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-76-1076,Product 76,<p>A description for product 76 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-76-1076-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-77-1077,Product 77,<p>A description for product 77 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-77-1077-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-78-1078,Product 78,<p>A description for product 78 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-78-1078-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-79-1079,Product 79,<p>A description for product 79 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-79-1079-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-80-1080,Product 80,<p>A description for product 80 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-80-1080-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-81-1081,Product 81,<p>A description for product 81 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-81-1081-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-82-1082,Product 82,<p>A description for product 82 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-82-1082-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-83-1083,Product 83,<p>A description for product 83 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-83-1083-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-84-1084,Product 84,<p>A description for product 84 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-84-1084-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-85-1085,Product 85,<p>A description for product 85 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-85-1085-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-86-1086,Product 86,<p>A description for product 86 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-86-1086-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-87-1087,Product 87,<p>A description for product 87 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-87-1087-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-88-1088,Product 88,<p>A description for product 88 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-88-1088-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-89-1089,Product 89,<p>A description for product 89 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-89-1089-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-90-1090,Product 90,<p>A description for product 90 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-90-1090-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-91-1091,Product 91,<p>A description for product 91 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-91-1091-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-92-1092,Product 92,<p>A description for product 92 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-92-1092-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-93-1093,Product 93,<p>A description for product 93 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-93-1093-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-94-1094,Product 94,<p>A description for product 94 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-94-1094-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
product-95-1095,Product 95,<p>A description for product 95 that a human being wrote.</p>,Acme,Widget,,TRUE,Title,Default Title,product-95-1095-1,shopify,10,deny,manual,24.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
