Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
trade-work-boot-5-6005,,,,,,,,Size 7,trade-work-boot-5-6005-7,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006005006,,,,,,
trade-work-boot-99-6099,Trade Work Boot 99,<p>A description for product 99 that a human being wrote.</p>,Acme,Footwear,,TRUE,Size,Size 1,trade-work-boot-99-6099-1,shopify,10,deny,manual,129.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/9069/4759/files/stoneware-mug-400ml.png,1,,,,active
trade-work-boot-99-6099,,,,,,,,Size 2,trade-work-boot-99-6099-2,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 3,trade-work-boot-99-6099-3,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 4,trade-work-boot-99-6099-4,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 5,trade-work-boot-99-6099-5,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 6,trade-work-boot-99-6099-6,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 7,trade-work-boot-99-6099-7,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 8,trade-work-boot-99-6099-8,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 9,trade-work-boot-99-6099-9,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 10,trade-work-boot-99-6099-10,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 11,trade-work-boot-99-6099-11,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 12,trade-work-boot-99-6099-12,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 13,trade-work-boot-99-6099-13,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 14,trade-work-boot-99-6099-14,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 15,trade-work-boot-99-6099-15,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 16,trade-work-boot-99-6099-16,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 17,trade-work-boot-99-6099-17,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 18,trade-work-boot-99-6099-18,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 19,trade-work-boot-99-6099-19,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 20,trade-work-boot-99-6099-20,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 21,trade-work-boot-99-6099-21,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 22,trade-work-boot-99-6099-22,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 23,trade-work-boot-99-6099-23,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 24,trade-work-boot-99-6099-24,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 25,trade-work-boot-99-6099-25,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 26,trade-work-boot-99-6099-26,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 27,trade-work-boot-99-6099-27,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 28,trade-work-boot-99-6099-28,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 29,trade-work-boot-99-6099-29,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 30,trade-work-boot-99-6099-30,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 31,trade-work-boot-99-6099-31,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 32,trade-work-boot-99-6099-32,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 33,trade-work-boot-99-6099-33,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 34,trade-work-boot-99-6099-34,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 35,trade-work-boot-99-6099-35,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 36,trade-work-boot-99-6099-36,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 37,trade-work-boot-99-6099-37,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 38,trade-work-boot-99-6099-38,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 39,trade-work-boot-99-6099-39,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 40,trade-work-boot-99-6099-40,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 41,trade-work-boot-99-6099-41,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 42,trade-work-boot-99-6099-42,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 43,trade-work-boot-99-6099-43,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 44,trade-work-boot-99-6099-44,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 45,trade-work-boot-99-6099-45,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 46,trade-work-boot-99-6099-46,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 47,trade-work-boot-99-6099-47,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 48,trade-work-boot-99-6099-48,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 49,trade-work-boot-99-6099-49,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 50,trade-work-boot-99-6099-50,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 51,trade-work-boot-99-6099-51,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 52,trade-work-boot-99-6099-52,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 53,trade-work-boot-99-6099-53,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 54,trade-work-boot-99-6099-54,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 55,trade-work-boot-99-6099-55,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 56,trade-work-boot-99-6099-56,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 57,trade-work-boot-99-6099-57,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 58,trade-work-boot-99-6099-58,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 59,trade-work-boot-99-6099-59,shopify,10,deny,manual,129.00,TRUE,TRUE,,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 60,trade-work-boot-99-6099-60,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099059,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 61,trade-work-boot-99-6099-61,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099060,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 62,trade-work-boot-99-6099-62,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099061,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 63,trade-work-boot-99-6099-63,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099062,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 64,trade-work-boot-99-6099-64,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099063,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 65,trade-work-boot-99-6099-65,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099064,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 66,trade-work-boot-99-6099-66,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099065,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 67,trade-work-boot-99-6099-67,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099066,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 68,trade-work-boot-99-6099-68,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099067,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 69,trade-work-boot-99-6099-69,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099068,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 70,trade-work-boot-99-6099-70,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099069,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 71,trade-work-boot-99-6099-71,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099070,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 72,trade-work-boot-99-6099-72,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099071,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 73,trade-work-boot-99-6099-73,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099072,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 74,trade-work-boot-99-6099-74,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099073,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 75,trade-work-boot-99-6099-75,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099074,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 76,trade-work-boot-99-6099-76,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099075,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 77,trade-work-boot-99-6099-77,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099076,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 78,trade-work-boot-99-6099-78,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099077,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 79,trade-work-boot-99-6099-79,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099078,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 80,trade-work-boot-99-6099-80,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099079,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 81,trade-work-boot-99-6099-81,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099080,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 82,trade-work-boot-99-6099-82,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099081,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 83,trade-work-boot-99-6099-83,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099082,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 84,trade-work-boot-99-6099-84,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099083,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 85,trade-work-boot-99-6099-85,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099084,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 86,trade-work-boot-99-6099-86,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099085,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 87,trade-work-boot-99-6099-87,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099086,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 88,trade-work-boot-99-6099-88,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099087,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 89,trade-work-boot-99-6099-89,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099088,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 90,trade-work-boot-99-6099-90,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099089,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 91,trade-work-boot-99-6099-91,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099090,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 92,trade-work-boot-99-6099-92,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099091,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 93,trade-work-boot-99-6099-93,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099092,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 94,trade-work-boot-99-6099-94,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099093,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 95,trade-work-boot-99-6099-95,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099094,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 96,trade-work-boot-99-6099-96,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099095,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 97,trade-work-boot-99-6099-97,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099096,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 98,trade-work-boot-99-6099-98,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099097,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 99,trade-work-boot-99-6099-99,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099098,,,,,,
trade-work-boot-99-6099,,,,,,,,Size 100,trade-work-boot-99-6099-100,shopify,10,deny,manual,129.00,TRUE,TRUE,9300006099099,,,,,,
